year,annual-frozen-days
1987,101
1988,85
1989,74
1990,69
1991,97
1992,67
1993,78
1994,52
1995,92
1996,117
1997,92
1998,80
1999,74
2000,47
2001,80
2002,60
2003,95
2004,109
2005,95
2006,88
2007,59
2008,81
2009,82
2010,113
2011,88
2012,81
2013,94
2014,65
2015,88
2016,80
