year,annual-estival-days
1987,48
1988,48
1989,63
1990,49
1991,62
1992,38
1993,41
1994,67
1995,47
1996,45
1997,60
1998,48
1999,56
2000,46
2001,45
2002,45
2003,85
2004,53
2005,62
2006,61
2007,46
2008,50
2009,76
2010,60
2011,71
2012,63
2013,57
2014,39
2015,61
2016,64

min,0
max,100
steps,11
decimal
