year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1430,10,-384,6
1988,1474,11,-242,5
1989,1368,9,-180,0
1990,1609,11,-341,4
1991,1188,9,-329,5
1992,1453,10,-308,6
1993,1445,10,-546,1
1994,1468,11,-384,1
1995,1224,10,-377,1
1996,1526,10,-298,1
1997,1310,10,-162,2
1998,1484,12,-328,6
1999,1450,12,-397,0
2000,1464,10,-390,0
2001,1565,9,-176,2
2002,1352,10,-237,1
2003,1278,12,-251,3
2004,1598,12,-206,1
2005,1518,11,-329,3
2006,1347,9,-283,2
2007,1462,11,-425,5
2008,1389,8,-371,1
2009,1362,12,-214,5
2010,1213,9,-423,9
2011,1483,9,-222,12
2012,1217,10,-212,11
2013,1593,11,-390,2
2014,1447,11,-359,3
2015,1507,11,-267,1
2016,1459,12,-174,0
2016
2017,1692,11,-538,0
2018,1674,12,-295,2
2019,1888,14,-470,3
2020,1988,12,-533,3
2021,1973,12,-538,0
2022,1830,12,-425,0
2023,1659,12,-406,1
2024,1820,11,-462,0
2025,1569,10,-466,3
2026,1528,12,-414,0
2027,1816,12,-522,1
2028,1808,13,-412,0
2029,1910,11,-636,5
2030,1944,12,-567,3
2031,1822,13,-410,0
2032,1518,11,-423,2
2033,1672,12,-356,0
2034,1858,11,-352,0
2035,1735,12,-482,0
2036,1729,14,-490,1
2037,1924,11,-499,2
2038,1646,12,-456,1
2039,2009,12,-450,0
2040,1685,13,-430,2
2041,1892,13,-386,0
2042,1667,13,-399,5
2043,1659,15,-411,0
2044,1969,13,-497,4
2045,1771,13,-510,1
2046,1664,12,-467,1

min,1000,6,,0
max,2500,16,,14
steps,11,11,,8
decimal



