year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.3,12.4,19.8,8.5
1988,4.9,13.0,18.5,8.5
1989,6.7,13.3,19.2,9.0
1990,7.6,13.2,19.2,6.9
1991,4.9,11.5,20.2,6.5
1992,3.4,12.2,17.5,6.8
1993,5.6,14.0,18.1,7.8
1994,6.1,13.4,19.8,9.4
1995,5.3,13.3,18.1,9.3
1996,4.8,13.4,17.0,7.5
1997,7.6,13.7,19.4,8.9
1998,6.9,13.3,18.5,6.7
1999,4.8,13.8,19.5,7.2
2000,5.7,13.8,18.3,8.2
2001,6.5,13.4,17.8,7.5
2002,6.5,13.9,17.6,9.1
2003,4.4,16.0,21.1,8.0
2004,4.9,13.6,18.8,8.4
2005,3.5,14.8,18.8,7.1
2006,4.1,14.9,19.8,10.0
2007,6.4,14.9,17.6,7.1
2008,6.1,13.6,18.4,7.0
2009,4.7,14.7,20.2,8.5
2010,3.1,13.6,19.4,6.6
2011,5.6,15.6,19.5,10.1
2012,4.7,13.8,19.3,8.9
2013,3.6,12.0,19.6,8.7
2014,6.5,14.6,18.0,10.0
2015,5.2,15.6,19.5,9.9
2016,5.8,13.3,19.9,9.0
