year,annual-frozen-days
1987,52
1988,38
1989,17
1990,42
1991,50
1992,64
1993,28
1994,27
1995,35
1996,40
1997,21
1998,38
1999,43
2000,30
2001,47
2002,14
2003,49
2004,47
2005,71
2006,48
2007,32
2008,39
2009,48
2010,66
2011,25
2012,38
2013,46
2014,14
2015,35
2016,17
