year,annual-average-temperature
1987,10.8
1988,11.3
1989,12.1
1990,11.8
1991,10.8
1992,10.0
1993,11.4
1994,12.2
1995,11.5
1996,10.7
1997,12.4
1998,11.4
1999,11.4
2000,11.5
2001,11.4
2002,11.8
2003,12.4
2004,11.4
2005,11.1
2006,12.3
2007,11.5
2008,11.3
2009,12.1
2010,10.7
2011,12.7
2012,11.7
2013,11.0
2014,12.3
2015,12.6
2016,12.0

min,8
max,14
steps,7
decimal


