year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,16,0,-130,6,0,-379,62,20,78
1988,17,2,-13,5,1,-239,62,18,132
1989,4,5,-9,5,3,-120,66,16,200
1990,23,4,-60,6,5,-284,57,30,99
1991,8,2,-41,6,0,-264,77,32,96
1992,14,2,-36,6,0,-271,73,25,90
1993,8,2,-142,6,1,-404,76,23,41
1994,13,6,-84,4,2,-279,57,15,99
1995,8,0,-75,7,0,-297,84,18,48
1996,17,3,-143,9,6,-352,67,19,209
1997,5,2,-39,4,0,-154,74,18,196
1998,7,2,-148,5,4,-266,55,10,160
1999,11,0,-92,5,0,-306,68,23,63
2000,4,0,-75,4,2,-323,65,17,140
2001,15,3,7,5,1,-170,57,17,118
2002,8,2,-29,9,4,-130,78,20,173
2003,12,2,-52,7,0,-238,65,5,106
2004,22,4,-132,5,2,-131,58,22,189
2005,15,3,-62,7,0,-216,60,14,120
2006,6,1,-44,7,1,-192,69,16,138
2007,12,5,-57,6,3,-320,72,32,30
2008,15,1,-141,4,0,-343,64,18,98
2009,1,3,-66,8,0,-226,73,32,218
2010,6,0,-110,7,1,-354,74,23,46
2011,13,1,-84,7,3,-156,62,17,155
2012,3,0,25,7,1,-168,72,22,112
2013,18,3,-64,6,5,-267,56,21,72
2014,16,0,-101,6,0,-284,71,9,92
2015,16,2,-131,6,1,-230,54,20,145
2016,9,3,-25,8,0,-153,72,18,192
2016
2017,17,0,-171,10,8,-456,69,6,92
2018,27,0,-186,9,9,-367,56,16,261
2019,25,0,-230,8,7,-452,52,10,171
2020,38,0,-220,6,16,-493,41,16,118
2021,30,0,-227,8,9,-491,38,12,136
2022,25,2,-181,10,15,-453,54,14,173
2023,16,0,-211,8,5,-345,59,12,171
2024,21,2,-201,4,5,-376,45,5,119
2025,14,0,-147,6,13,-420,60,14,66
2026,20,1,-107,8,1,-313,66,5,39
2027,23,1,-219,9,1,-473,48,14,145
2028,23,3,-62,8,5,-332,54,5,61
2029,41,0,-227,10,8,-587,47,13,119
2030,20,0,-282,6,8,-513,40,18,119
2031,28,0,-102,8,7,-388,62,10,69
2032,17,3,-183,7,0,-461,57,18,87
2033,21,7,-147,6,2,-345,56,15,173
2034,28,0,-139,6,9,-345,50,11,137
2035,19,0,-118,9,1,-383,51,8,62
2036,15,0,-162,9,3,-427,68,13,46
2037,24,1,-147,5,6,-411,44,28,55
2038,23,0,-181,8,0,-385,56,22,113
2039,33,1,-233,8,10,-411,39,12,165
2040,23,0,-157,6,0,-374,59,11,62
2041,17,0,-163,7,4,-398,42,18,118
2042,22,1,-195,8,6,-477,55,4,162
2043,17,0,-165,7,3,-404,64,11,131
2044,34,0,-173,6,10,-380,39,10,102
2045,16,0,-155,6,2,-409,57,14,53
2046,30,2,-167,10,0,-417,46,19,37

min,,0
max,,12
steps,,8
decimal
