year,annual-hydric-deficit
1987,311
1988,187
1989,130
1990,-278
1991,-396
1992,-12
1993,-175
1994,-128
1995,145
1996,-19
1997,-17
1998,-72
1999,-74
2000,-99
2001,55
2002,120
2003,-419
2004,-17
2005,-187
2006,-145
2007,113
2008,-81
2009,0
2010,30
2011,-224
2012,-31
2013,-58
2014,-84
2015,-291
2016,-154
