year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1325,11,-177,8
1988,1701,12,-310,7
1989,1299,8,-272,7
1990,1519,11,-342,2
1991,1426,10,-292,5
1992,1597,10,-271,0
1993,1429,10,-338,0
1994,1201,11,-338,6
1995,1515,11,-211,2
1996,1654,13,-480,3
1997,1475,11,-324,7
1998,1279,9,-89,1
1999,1727,12,-448,2
2000,1420,9,-412,9
2001,1581,10,-211,2
2002,1588,9,-319,7
2003,1279,9,-242,5
2004,1361,9,-265,3
2005,1404,11,-233,8
2006,1485,7,-299,7
2007,1402,10,-266,1
2008,1260,11,-198,11
2009,1119,10,-238,19
2010,1651,11,-194,4
2011,1654,9,-337,0
2012,1386,8,-276,6
2013,1059,10,-71,13
2014,1475,8,-230,2
2015,1595,11,-207,1
2016,1475,9,-279,7
2016
2017,1737,13,-340,3
2018,1616,10,-315,8
2019,1458,10,-157,12
2020,1635,12,-304,13
2021,1511,10,-405,3
2022,1573,9,-296,12
2023,1593,10,-425,9
2024,1814,12,-375,6
2025,1380,10,-241,8
2026,1503,11,-500,5
2027,1460,7,-390,1
2028,1803,12,-270,4
2029,1614,9,-373,1
2030,1863,10,-503,4
2031,1881,11,-408,1
2032,1778,10,-375,0
2033,1446,9,-230,6
2034,1588,10,-356,13
2035,1679,8,-331,2
2036,1748,11,-321,8
2037,1397,8,-237,0
2038,1594,9,-308,1
2039,1665,13,-351,4
2040,1552,9,-185,5
2041,1806,9,-338,1
2042,1643,11,-357,3
2043,1432,12,-305,3
2044,1801,11,-284,2
2045,1612,11,-324,0
2046,1526,11,-252,6

min,,4
max,,17
steps,,8
decimal
