year,annual-precipitations
1987,890
1988,832
1989,793
1990,397
1991,242
1992,715
1993,543
1994,585
1995,775
1996,556
1997,598
1998,602
1999,553
2000,555
2001,755
2002,817
2003,428
2004,632
2005,548
2006,596
2007,838
2008,627
2009,700
2010,719
2011,541
2012,706
2013,615
2014,601
2015,483
2016,555

min,300
max,2000
steps,10
decimal
