year,annual-frozen-days
1987,100
1988,78
1989,71
1990,70
1991,102
1992,68
1993,77
1994,52
1995,90
1996,114
1997,82
1998,80
1999,68
2000,43
2001,80
2002,54
2003,91
2004,110
2005,91
2006,85
2007,61
2008,78
2009,81
2010,104
2011,80
2012,68
2013,89
2014,57
2015,75
2016,73
