year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.1,11.6,16.6,5.3
1988,2.8,13.2,16.7,5.3
1989,3.9,12.7,17.3,5.1
1990,4.4,12.4,16.0,4.7
1991,1.4,10.3,17.5,3.7
1992,2.7,13.2,17.5,4.5
1993,1.7,14.3,15.8,3.8
1994,3.3,12.8,18.3,6.5
1995,2.4,12.4,17.5,4.4
1996,-0.6,12.2,14.8,4.0
1997,2.8,12.0,17.2,4.6
1998,3.9,13.7,16.2,3.9
1999,2.8,13.1,18.3,4.7
2000,3.7,14.6,16.2,6.4
2001,3.0,12.5,17.0,5.4
2002,3.7,13.6,17.0,5.5
2003,1.6,14.8,19.1,4.8
2004,2.0,12.6,17.2,4.9
2005,1.5,13.0,17.0,5.0
2006,-0.3,12.5,18.4,7.3
2007,5.0,14.6,15.5,4.4
2008,3.8,13.5,16.3,4.9
2009,0.6,13.8,17.5,5.1
2010,0.3,12.3,16.5,3.0
2011,2.5,14.3,16.9,5.6
2012,2.5,13.2,16.9,4.7
2013,0.3,12.2,17.3,5.7
2014,4.6,13.6,17.0,6.7
2015,2.6,12.8,18.2,7.1
2016,2.7,12.9,18.4,4.4
