year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,161,14,14,122
1988,254,-165,-67,165
1989,66,-4,-118,186
1990,-18,-164,-153,57
1991,-28,-154,-210,-4
1992,49,-48,-97,85
1993,-21,-182,-169,197
1994,46,-97,-133,56
1995,185,-68,-52,80
1996,-15,-79,-21,96
1997,85,-108,-108,113
1998,5,-141,-123,187
1999,64,-94,-143,99
2000,107,-212,-32,38
2001,173,-115,-141,137
2002,91,-89,-46,165
2003,14,-214,-280,62
2004,26,-111,-9,76
2005,69,-139,-142,25
2006,62,-95,-192,79
2007,131,-114,-9,106
2008,104,-164,-113,92
2009,61,-132,-122,193
2010,37,-148,-12,153
2011,13,-217,-125,105
2012,13,-119,-102,176
2013,32,-50,-150,109
2014,11,-165,-30,100
2015,42,-224,-209,99
2016,130,-75,-236,27
