year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,21,95,3
1988,24,94,3
1989,22,97,1
1990,23,101,3
1991,18,100,3
1992,21,95,2
1993,17,93,3
1994,24,86,1
1995,15,95,0
1996,20,95,3
1997,23,94,3
1998,21,99,3
1999,21,100,2
2000,28,100,3
2001,23,92,4
2002,26,9,3
2003,25,92,2
2004,29,103,3
2005,28,97,2
2006,26,91,4
2007,23,97,2
2008,20,94,2
2009,20,89,3
2010,22,91,3
2011,32,97,2
2012,27,96,3
2013,30,94,2
2014,25,100,3
2015,27,97,3
2016,21,101,2
2016,0,0
2017,22,99,3
2018,17,92,4
2019,22,85,4
2020,15,93,4
2021,22,86,3
2022,21,92,3
2023,16,90,3
2024,15,88,4
2025,15,94,4
2026,20,92,3
2027,21,9,4
2028,32,97,3
2029,15,91,4
2030,26,96,3
2031,18,9,3
2032,23,9,3
2033,23,89,4
2034,21,91,3
2035,16,93,4
2036,21,91,2
2037,16,86,3
2038,23,94,4
2039,17,90,3
2040,14,92,4
2041,18,108,3
2042,23,90,2
2043,24,92,3
2044,23,96,3
2045,16,92,2
2046,20,94,3
