year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,352,863,-894,-731,-30,16.6,6072,136,24.1,6
1988,295,842,-944,-716,-53,16.5,6010,137,23.6,14
1989,413,880,-847,-718,15,16.3,5956,129,24.4,6
1990,525,859,-697,-640,28,15.9,5812,132,23.2,16
1991,337,935,-1030,-807,-44,16.4,6003,137,23.7,6
1992,369,801,-811,-609,-70,15.9,5791,120,23.3,5
1993,253,897,-1070,-794,-69,16.3,5960,122,24.0,3
1994,368,907,-991,-755,-162,16.7,6117,129,24.3,9
1995,407,806,-780,-666,33,16.2,5916,120,23.7,5
1996,526,903,-778,-653,-2,16.0,5822,115,23.7,2
1997,324,925,-1047,-833,-47,16.3,5935,126,24.0,4
1998,304,815,-892,-699,-59,16.5,6048,133,24.2,6
1999,425,884,-877,-690,-20,15.6,5710,115,23.1,10
2000,311,903,-1019,-703,-151,15.9,5805,127,23.6,9
2001,278,829,-930,-752,-29,16.5,6018,112,23.6,6
2002,414,819,-795,-634,-26,16.0,5840,118,23.2,6
2003,335,818,-871,-630,-75,15.5,5658,101,23.0,8
2004,339,835,-875,-701,-23,15.5,5658,116,24.3,19
2005,335,833,-868,-698,-46,15.8,5782,114,23.9,14
2006,307,847,-935,-728,-71,16.3,5966,131,24.1,13
2007,539,871,-729,-668,102,16.5,6009,147,24.0,7
2008,307,868,-948,-777,-12,16.6,6053,131,23.5,5
2009,350,830,-864,-712,-5,16.1,5860,117,23.5,14
2010,321,832,-910,-737,-33,16.0,5866,118,23.5,6
2011,472,861,-751,-652,40,15.7,5717,131,23.5,17
2012,424,841,-786,-730,-45,16.0,5857,121,23.4,10
2013,200,842,-1037,-753,-109,16.1,5876,127,22.7,14
2014,422,843,-815,-736,109,16.2,5927,139,24.1,15
2015,309,819,-880,-692,-68,15.7,5734,111,24.0,9
2016,392,826,-809,-622,-39,16.1,5870,127,23.7,11
2016
2017,490,881,-779,-618,-49,16.7,6081,144,24.4,10
2018,369,840,-867,-599,-98,16.9,6167,117,24.6,5
2019,335,867,-934,-685,-67,17.1,6233,122,25.1,2
2020,285,888,-1005,-779,-105,17.5,6408,156,24.6,1
2021,348,894,-1014,-833,-88,16.4,5998,115,23.8,2
2022,564,792,-616,-522,0,16.5,6008,112,23.6,1
2023,316,921,-1057,-782,-135,17.0,6220,141,24.6,1
2024,551,948,-846,-685,-13,17.6,6434,140,25.0,0
2025,527,835,-681,-612,48,17.0,6219,122,23.9,2
2026,572,944,-801,-744,87,17.1,6256,131,24.6,2
2027,355,960,-1054,-867,0,16.6,6069,151,25.3,5
2028,635,868,-593,-661,156,16.6,6094,139,25.4,12
2029,425,949,-963,-848,70,16.9,6173,132,24.4,1
2030,406,917,-957,-690,-148,16.5,6024,126,24.4,4
2031,447,858,-790,-667,28,16.9,6160,132,24.8,4
2032,561,831,-663,-553,15,16.4,6006,127,23.7,2
2033,585,870,-670,-517,-25,16.8,6131,130,24.6,0
2034,741,874,-533,-625,143,17.1,6242,135,24.9,3
2035,557,855,-680,-502,-83,16.7,6079,130,23.9,2
2036,403,828,-819,-657,-13,16.7,6122,128,24.4,2
2037,414,872,-845,-675,-99,16.9,6175,137,25.1,2
2038,349,827,-886,-564,-125,16.8,6115,138,24.4,4
2039,140,880,-1152,-841,-129,17.1,6237,141,24.2,5
2040,395,880,-862,-746,-80,17.0,6227,133,24.9,0
2041,372,857,-858,-633,-61,16.0,5857,127,24.5,11
2042,533,860,-716,-702,155,16.7,6109,124,25.1,5
2043,348,844,-884,-643,-148,16.8,6115,134,24.9,3
2044,338,899,-954,-723,-144,16.8,6133,139,24.8,4
2045,623,884,-635,-479,-37,17.1,6230,129,25.1,0
2046,463,882,-793,-631,-48,16.9,6167,134,24.9,2

min.,0,550,,,,9,3600,20,16
max.,1500,1100,,,,17,6600,180,26
steps.,11,11,,,,9,11,9,11
decimals
