year,A1,A2,A3
,label A1,label A2,label A3
1987,118,1291,789
1988,103,1270,710
1989,99,1335,723
1990,107,1467,697
1991,99,1309,744
1992,89,1384,617
1993,96,1314,705
1994,103,1212,750
1995,100,1314,660
1996,90,1371,643
1997,92,1312,677
1998,106,1292,765
1999,90,1433,589
2000,87,1417,649
2001,96,1227,679
2002,101,1364,631
2003,71,1458,573
2004,93,1593,684
2005,89,1440,659
2006,92,1313,698
2007,105,1329,762
2008,98,1207,686
2009,95,1342,639
2010,88,1331,632
2011,104,1546,701
2012,103,1365,651
2013,100,1345,653
2014,116,1417,765
2015,90,1478,650
2016,103,1382,684
2016
2017,120,1298,803
2018,101,1116,722
2019,114,1180,845
2020,140,1090,924
2021,87,1178,631
2022,97,1235,673
2023,111,1164,813
2024,118,1073,929
2025,105,1108,762
2026,107,1141,832
2027,113,1430,930
2028,119,1359,876
2029,99,1212,816
2030,109,1327,797
2031,107,1229,812
2032,102,1294,723
2033,114,1271,823
2034,107,1251,923
2035,103,1238,742
2036,118,1221,772
2037,113,1226,833
2038,116,1235,776
2039,114,1097,765
2040,111,1208,854
2041,104,1436,736
2042,109,1266,806
2043,120,1336,886
2044,122,1301,857
2045,113,1229,894
2046,111,1262,858

min.,,1000
max.,,3000
steps.,,11
decimals
