year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,9.4,17.9,24.7,12.7
1988,10.7,18.1,24.1,12.3
1989,9.8,18.4,24.5,14.0
1990,10.9,16.2,22.3,11.0
1991,10.9,17.8,25.6,13.8
1992,9.7,18.4,24.1,14.1
1993,9.7,18.2,23.3,13.0
1994,12.5,19.5,25.5,14.7
1995,11.3,18.2,23.9,14.2
1996,10.7,18.3,23.0,13.2
1997,11.4,18.7,23.7,14.3
1998,11.3,18.5,24.5,12.2
1999,10.5,19.0,24.7,12.1
2000,10.6,19.0,24.3,13.3
2001,11.8,19.2,24.1,11.9
2002,11.2,18.3,23.4,14.0
2003,10.2,19.8,25.4,13.0
2004,10.0,18.1,24.6,13.2
2005,8.7,19.7,24.1,12.0
2006,9.8,19.7,25.1,14.0
2007,11.0,19.2,23.9,12.3
2008,10.7,18.0,23.6,11.5
2009,9.5,18.9,24.4,13.3
2010,9.4,18.3,24.6,12.6
2011,10.1,19.6,24.7,14.4
2012,9.5,19.3,24.9,13.2
2013,10.2,17.2,24.5,13.5
2014,11.1,19.6,24.7,14.5
2015,10.1,20.1,25.2,14.0
2016,11.7,19.2,25.8,13.5
