year,annual-frozen-days
1987,9
1988,14
1989,7
1990,16
1991,0
1992,4
1993,4
1994,2
1995,4
1996,1
1997,1
1998,3
1999,8
2000,6
2001,13
2002,0
2003,7
2004,4
2005,36
2006,11
2007,11
2008,7
2009,11
2010,7
2011,7
2012,18
2013,5
2014,3
2015,9
2016,2
