year,artichocke,winter-oat,,sugar-beet,winter-soft-wheat,spring-soft-wheat,spelt,winter-field-bean,spring-field-bean,bean,lentils,flax-fibre,linseed-oild,seed-flax,lupine,lucerne,sweet-maize,maize-silage,maize-silage-irrigated,maize-for-grain-irrigated,maize-for-grain-rainfed,seed-maize,meslin,millet,miscanthus,forage-turnip,spring-barley,winter-barley,poppy,pear,chickpea,winter-field-peas,spring-field-peas,pepper,apple,potatoes,temporary-grasslands,permanent-grasslands,rice,buckwheat,rye,soybean,fodder-sorghum,grain-sorghum,switchgrass,brown-tobacco,bright-tobacco,tomatoe,sunflower,triticale,vetch,vineyards,vineyards-irrigated

2000
2001
2002
2003
2004
2005
2006
2007
2008
2009
2010
2011
2012
2013
2014
2015
2016
2017






























































year,wheat-rainfed,winter-barley,spring-barley,potato-irrigated,vineyards,vineyards-irrigated
,tons/ha,tons/ha,tons/ha,tons/ha,tons/ha,tons/ha
2000,2.12,2.5,2.5
2001,5.62,6.89,3.89,23.22,7.42,12.08
2002,5.02,,3.7,27.93,10.34,14.75
2003,4.78,4.46,4.25,28.73,10.54,8.99
2004,1.78,0.58,0.65,29.48,8.39,11.35
2005,2.11,2.31,1.7,26.3,6.96,11.81
2006,3.22,3.16,3.36,,8.28,6.81
2007,2.74,2.02,1.85,31.66,11.16,18.96
2008,4.21,3.5,4.04,22.18,11.06,9.37
2009,4.39,3.55,3.43,36.52,13.44,10.06
2010,2.83,2.5,3,30.43,12.34,14.42
2011,2.98,3,3.36,,8.43,9.22
2012,4.17,5,4.01,20.01,5.66,6.93
2013,2.68,2.99,3.03,20,8.12,7.82
2014,2.7,4,2.59,24.09,6.43,9.83
2015,5.61,,3.95,25,8.23,11.36
2016,,,,30,4.6,7.2
2017
