year,annual-precipitations
1987,599
1988,740
1989,487
1990,688
1991,544
1992,501
1993,600
1994,701
1995,503
1996,430
1997,479
1998,739
1999,763
2000,619
2001,621
2002,727
2003,632
2004,597
2005,507
2006,736
2007,672
2008,664
2009,736
2010,543
2011,645
2012,677
2013,597
2014,751
2015,925
2016,583
