year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,881,10,-162,16
1988,1016,9,-51,4
1989,852,9,-155,21
1990,978,11,-214,19
1991,889,10,-326,17
1992,931,11,-177,10
1993,1011,10,-501,11
1994,1019,10,-430,6
1995,820,9,-65,15
1996,1027,10,-336,17
1997,944,10,-361,6
1998,1052,12,-216,15
1999,917,9,-368,5
2000,1001,11,-293,1
2001,968,9,-96,7
2002,855,10,-162,8
2003,994,10,-61,2
2004,1007,10,-127,4
2005,854,10,-158,10
2006,1059,9,-335,2
2007,1145,10,-197,10
2008,893,9,-252,12
2009,1074,10,-237,0
2010,960,9,-153,6
2011,916,10,-142,8
2012,973,10,-66,11
2013,951,9,-252,8
2014,817,9,-114,6
2015,902,10,-206,11
2016,924,9,-159,5
2016
2017,1009,10,-167,6
2018,1028,9,-234,10
2019,1141,12,-250,1
2020,1049,12,-192,5
2021,1164,12,-325,2
2022,1132,10,-85,2
2023,1023,11,-348,6
2024,1141,10,-336,6
2025,1158,10,-96,3
2026,1096,11,-361,3
2027,1248,11,-385,4
2028,935,10,-273,6
2029,1192,11,-328,1
2030,1117,11,-297,5
2031,884,9,-91,3
2032,900,10,-101,6
2033,967,9,-143,6
2034,1043,10,-255,1
2035,1034,10,-123,2
2036,1059,11,-149,5
2037,1074,10,-204,7
2038,1154,12,-264,3
2039,1071,12,-143,6
2040,1120,10,-204,1
2041,1026,11,-203,6
2042,1021,12,-192,9
2043,1104,11,-326,7
2044,1115,10,-191,1
2045,1171,10,-116,7
2046,1109,11,-243,7
