year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,73,127,203,196
1988,207,90,295,148
1989,140,110,98,139
1990,186,117,211,174
1991,105,162,121,155
1992,119,68,181,133
1993,101,76,251,171
1994,149,89,324,139
1995,130,104,154,114
1996,29,66,158,177
1997,78,140,115,146
1998,114,223,197,206
1999,159,205,230,169
2000,129,172,129,189
2001,103,207,175,136
2002,196,105,268,158
2003,65,224,183,161
2004,112,116,190,178
2005,101,107,143,155
2006,93,175,171,297
2007,197,134,240,100
2008,166,68,257,173
2009,119,175,222,221
2010,91,68,225,160
2011,115,147,262,121
2012,97,192,232,156
2013,72,166,148,211
2014,153,130,181,288
2015,196,271,260,199
2016,100,160,192,131
