year,annual-estival-days
1987,3
1988,7
1989,13
1990,14
1991,15
1992,24
1993,4
1994,21
1995,19
1996,8
1997,22
1998,1
1999,9
2000,5
2001,6
2002,18
2003,16
2004,13
2005,10
2006,23
2007,9
2008,17
2009,17
2010,13
2011,8
2012,7
2013,14
2014,18
2015,3
2016,16
