year,annual-frozen-days
1987,102
1988,96
1989,45
1990,58
1991,83
1992,55
1993,92
1994,68
1995,92
1996,120
1997,84
1998,75
1999,66
2000,46
2001,87
2002,58
2003,85
2004,64
2005,85
2006,70
2007,39
2008,44
2009,57
2010,114
2011,52
2012,60
2013,87
2014,23
2015,24
2016,53
