year,annual-hydric-deficit
1987,23
1988,50
1989,-197
1990,-3
1991,-88
1992,-207
1993,-59
1994,64
1995,-140
1996,-132
1997,-103
1998,255
1999,234
2000,85
2001,84
2002,52
2003,-17
2004,-56
2005,-128
2006,100
2007,43
2008,-27
2009,71
2010,-48
2011,5
2012,66
2013,-55
2014,62
2015,302
2016,-41
