year,annual-precipitations
1987,573
1988,530
1989,544
1990,464
1991,235
1992,860
1993,637
1994,514
1995,494
1996,338
1997,449
1998,650
1999,521
2000,624
2001,561
2002,423
2003,470
2004,678
2005,737
2006,501
2007,733
2008,453
2009,444
2010,573
2011,570
2012,595
2013,597
2014,603
2015,721
2016,545

min,240
max,1040
steps,11
decimal
