year,annual-hydric-deficit
1987,138
1988,45
1989,37
1990,-34
1991,-207
1992,463
1993,245
1994,95
1995,-75
1996,-201
1997,-70
1998,170
1999,54
2000,147
2001,57
2002,-99
2003,-43
2004,227
2005,215
2006,-46
2007,254
2008,5
2009,-40
2010,94
2011,53
2012,172
2013,99
2014,88
2015,272
2016,81
