year,annual-precipitations
1987,576
1988,552
1989,588
1990,420
1991,581
1992,383
1993,504
1994,453
1995,530
1996,563
1997,416
1998,619
1999,660
2000,381
2001,564
2002,420
2003,525
2004,637
2005,731
2006,557
2007,498
2008,544
2009,537
2010,922
2011,363
2012,382
2013,636
2014,632
2015,531
2016,597

min,300
max,2000
steps,10
decimal
