year,annual-hydric-deficit
1987,-236
1988,-260
1989,-207
1990,-459
1991,-220
1992,-561
1993,-430
1994,-497
1995,-343
1996,-270
1997,-470
1998,-254
1999,-207
2000,-484
2001,-248
2002,-483
2003,-376
2004,-186
2005,-70
2006,-255
2007,-475
2008,-327
2009,-380
2010,160
2011,-503
2012,-552
2013,-235
2014,-230
2015,-406
2016,-284
