year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1932,9,-467,0
1988,1929,11,-483,1
1989,2051,11,-517,1
1990,1994,11,-352,2
1991,1874,7,-536,1
1992,1755,10,-442,0
1993,2036,8,-542,0
1994,2353,13,-614,4
1995,2007,10,-482,1
1996,2242,11,-635,0
1997,2097,9,-537,1
1998,2376,14,-541,2
1999,2094,9,-699,0
2000,2126,11,-600,0
2001,1879,8,-425,3
2002,1903,9,-411,3
2003,2100,10,-474,1
2004,2291,14,-577,0
2005,2127,13,-570,11
2006,1948,11,-405,10
2007,1861,11,-390,0
2008,2158,9,-528,4
2009,2213,12,-539,5
2010,2293,13,-505,0
2011,2003,11,-610,1
2012,2048,13,-557,1
2013,1885,11,-617,6
2014,1941,12,-438,0
2015,1812,9,-435,0
2016,1998,11,-538,1
2016
2017,2179,12,-580,1
2018,2280,11,-544,0
2019,2109,11,-457,2
2020,2088,11,-542,3
2021,2180,12,-559,4
2022,1895,8,-414,5
2023,1998,8,-575,0
2024,2329,10,-518,2
2025,2270,12,-572,1
2026,2064,11,-631,2
2027,2025,11,-537,1
2028,2304,12,-568,0
2029,2561,14,-705,2
2030,2061,10,-665,0
2031,2129,10,-604,2
2032,2188,12,-562,0
2033,1987,12,-543,1
2034,2334,11,-665,4
2035,2082,11,-535,3
2036,2189,12,-518,1
2037,2467,12,-623,2
2038,2062,12,-500,1
2039,1986,12,-536,1
2040,2159,10,-600,1
2041,2184,11,-459,1
2042,2204,11,-516,1
2043,1992,8,-424,8
2044,2145,12,-544,1
2045,1868,9,-515,0
2046,2293,12,-500,3

min,,4
max,,17
steps,,8
decimal
