year,annual-estival-days
1987,69
1988,66
1989,60
1990,68
1991,69
1992,91
1993,77
1994,88
1995,75
1996,60
1997,82
1998,69
1999,93
2000,106
2001,88
2002,107
2003,122
2004,80
2005,89
2006,79
2007,99
2008,94
2009,115
2010,71
2011,104
2012,108
2013,92
2014,69
2015,90
2016,91
