year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.6,14.9,19.5,6.0
1988,3.1,14.9,19.6,3.4
1989,3.1,15.3,19.2,5.1
1990,4.7,15.4,18.9,5.7
1991,1.4,13.8,19.8,4.2
1992,2.1,15.9,21.0,4.9
1993,0.6,16.6,19.2,5.5
1994,4.2,15.9,22.0,5.4
1995,3.4,15.1,19.9,4.8
1996,-0.8,16.9,17.9,5.9
1997,1.6,15.0,19.4,5.8
1998,4.2,16.5,19.6,3.6
1999,2.3,16.6,20.9,5.1
2000,1.7,17.5,19.5,7.5
2001,3.5,15.5,20.0,4.1
2002,3.7,17.5,21.0,4.9
2003,-1.5,17.7,20.9,5.5
2004,2.1,15.4,19.4,5.8
2005,0.1,15.9,19.9,5.3
2006,-0.6,16.4,20.6,7.2
2007,6.0,17.8,20.6,4.6
2008,3.5,16.7,19.7,7.2
2009,1.6,17.2,21.8,6.4
2010,1.6,16.1,20.1,5.0
2011,1.6,17.2,21.2,5.1
2012,1.5,17.1,22.0,5.6
2013,2.1,16.3,19.7,7.3
2014,5.7,16.0,20.0,7.8
2015,3.6,15.5,21.7,6.4
2016,3.6,16.6,20.3,4.3
