year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,69,128,2
1988,73,132,2
1989,86,127,1
1990,58,111,0
1991,87,134,1
1992,65,111,2
1993,77,121,0
1994,66,117,0
1995,82,128,1
1996,55,116,4
1997,67,122,1
1998,80,124,1
1999,53,114,2
2000,81,131,1
2001,79,139,0
2002,63,123,0
2003,58,127,2
2004,69,120,3
2005,73,135,2
2006,83,132,0
2007,94,133,1
2008,78,138,2
2009,79,137,4
2010,75,118,1
2011,69,116,3
2012,74,124,2
2013,74,138,1
2014,78,128,0
2015,65,106,1
2016,70,129,3
2016
2017,86,136,1
2018,69,117,2
2019,68,119,1
2020,85,138,2
2021,67,127,3
2022,63,123,0
2023,78,127,2
2024,53,105,3
2025,68,125,3
2026,61,116,2
2027,74,129,1
2028,86,126,3
2029,66,120,2
2030,53,119,2
2031,74,129,1
2032,79,126,3
2033,59,124,2
2034,74,125,3
2035,63,120,2
2036,89,133,2
2037,73,122,3
2038,77,126,2
2039,69,125,3
2040,74,125,1
2041,68,119,1
2042,72,129,2
2043,64,126,2
2044,89,136,2
2045,60,124,3
2046,75,128,0

min,,90,0
max,,190,6
steps,,11,7
decimal
