year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,26,22,-109,8,43,-364,45,33,79
1988,36,22,-150,4,6,-393,28,36,72
1989,26,37,-165,7,31,-412,32,24,92
1990,26,21,-9,3,27,-244,33,33,64
1991,34,28,-198,8,20,-436,36,38,98
1992,26,16,-118,8,12,-356,45,24,70
1993,45,46,-202,6,16,-375,26,29,72
1994,38,17,-244,6,32,-450,15,45,97
1995,40,29,-176,5,13,-350,25,34,33
1996,41,12,-157,8,33,-469,19,31,11
1997,49,28,-112,5,27,-397,23,27,38
1998,36,30,-158,7,45,-420,27,50,63
1999,34,18,-203,7,35,-498,26,52,18
2000,42,49,-196,5,41,-475,31,28,68
2001,42,31,-131,6,24,-344,39,33,76
2002,24,25,-123,5,31,-352,35,52,115
2003,47,14,-125,7,31,-346,29,37,64
2004,32,36,-155,7,36,-414,23,43,40
2005,53,28,-236,9,19,-436,39,38,91
2006,31,44,-114,4,28,-311,32,47,118
2007,19,43,8,4,25,-225,47,47,49
2008,47,38,-181,6,45,-454,38,37,69
2009,48,31,-185,7,40,-483,36,37,78
2010,41,34,-129,5,28,-341,25,53,43
2011,39,21,-186,7,17,-443,27,49,36
2012,30,30,-159,7,8,-397,21,46,45
2013,31,28,-232,8,25,-510,42,44,32
2014,27,18,-154,7,21,-317,31,40,118
2015,23,28,-88,5,19,-325,36,44,78
2016,29,21,-119,7,40,-401,43,53,55
2016
2017,40,29,-158,6,21,-406,25,23,1
2018,52,29,-159,7,36,-443,21,39,55
2019,41,21,-93,3,22,-332,31,40,42
2020,42,30,-185,6,28,-409,40,35,51
2021,39,35,-156,9,38,-458,36,17,102
2022,28,18,-67,6,43,-313,56,40,69
2023,30,30,-149,5,29,-414,31,23,64
2024,47,15,-112,4,36,-385,21,25,22
2025,55,23,-218,7,33,-477,26,41,89
2026,35,18,-171,7,37,-461,33,32,31
2027,27,21,-124,7,26,-367,39,17,46
2028,36,35,-192,8,38,-457,26,37,39
2029,42,26,-180,7,56,-522,26,27,24
2030,35,16,-203,7,23,-473,27,38,38
2031,38,22,-201,9,40,-462,24,34,9
2032,36,32,-110,6,25,-378,20,30,13
2033,27,9,-181,8,32,-434,43,32,36
2034,42,23,-240,11,49,-559,27,25,42
2035,40,11,-139,6,32,-394,31,43,44
2036,39,29,-175,7,28,-430,18,26,68
2037,55,30,-208,9,44,-500,28,33,32
2038,35,20,-101,6,34,-376,39,31,31
2039,17,16,-149,8,26,-387,27,38,19
2040,42,14,-167,7,45,-474,37,23,50
2041,38,26,-154,5,27,-383,19,11,113
2042,37,15,-122,5,38,-402,37,18,27
2043,39,24,-179,9,32,-430,29,26,142
2044,37,31,-169,5,30,-417,33,43,34
2045,26,25,-146,7,6,-362,20,21,23
2046,49,24,-196,6,28,-423,28,37,77

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
