year,annual-average-temperature
1987,10.9
1988,11.5
1989,12.1
1990,12.0
1991,11.3
1992,11.4
1993,11.2
1994,12.5
1995,11.8
1996,11.2
1997,12.4
1998,11.6
1999,11.9
2000,12.3
2001,12.1
2002,12.4
2003,12.7
2004,11.9
2005,11.7
2006,12.8
2007,12.4
2008,11.8
2009,12.6
2010,11.4
2011,13.3
2012,12.7
2013,12.6
2014,13.8
2015,14.1
2016,13.6
2017,13.9
2018,14.2
2019,14.3
2020,14.2

min,10
max,16
steps,7
decimal


