year,F1,F3,M4
,label F1,label F3,label M4
1987,35,108,5
1988,24,131,5
1989,52,120,5
1990,50,125,4
1991,46,127,7
1992,28,124,5
1993,38,122,6
1994,35,121,4
1995,27,113,4
1996,46,126,4
1997,47,125,3
1998,33,124,3
1999,59,122,2
2000,32,114,4
2001,53,119,3
2002,49,126,6
2003,59,128,4
2004,39,116,2
2005,51,115,0
2006,44,122,2
2007,49,116,4
2008,32,119,5
2009,34,121,6
2010,41,120,5
2011,36,125,7
2012,39,125,5
2013,44,114,5
2014,37,121,2
2015,50,125,3
2016,40,123,7
2016
2017,50,134,7
2018,35,116,1
2019,41,122,8
2020,32,119,3
2021,26,117,2
2022,27,107,8
2023,38,110,5
2024,25,109,3
2025,32,118,5
2026,36,121,7
2027,50,117,5
2028,40,117,6
2029,36,126,6
2030,23,110,5
2031,25,120,5
2032,43,121,7
2033,32,118,6
2034,22,119,6
2035,50,126,6
2036,22,114,4
2037,45,129,4
2038,26,106,5
2039,34,122,10
2040,34,107,9
2041,36,108,8
2042,38,113,6
2043,32,120,6
2044,25,121,6
2045,40,113,4
2046,54,119,7

min,,80
max,,150
steps,,11
decimal


