year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.6,12.7,19.7,8.6
1988,5.7,13.5,18.7,8.2
1989,6.4,13.6,19.6,8.5
1990,7.1,13.7,19.5,7.6
1991,5.2,12.5,20.5,6.8
1992,4.3,13.8,19.2,8.4
1993,5.4,13.9,17.8,7.5
1994,6.5,13.7,20.2,9.4
1995,5.8,13.6,19.0,8.9
1996,5.2,14.0,17.5,7.9
1997,7.0,13.9,19.6,9.0
1998,6.1,14.0,19.6,6.7
1999,5.7,14.5,19.9,7.5
2000,6.1,14.7,19.1,9.0
2001,7.1,14.5,19.1,7.6
2002,6.8,14.6,18.6,9.4
2003,4.6,16.3,21.4,8.2
2004,4.9,14.4,19.8,8.6
2005,4.3,15.3,19.6,7.6
2006,4.5,15.4,20.8,10.2
2007,7.0,15.9,18.7,8.0
2008,6.5,14.4,18.6,7.5
2009,4.8,15.7,20.7,8.9
2010,3.7,14.3,20.2,7.1
2011,6.2,16.4,20.1,10.3
2012,6.0,14.9,20.4,9.4
2013,5.1,14.0,21.2,9.9
2014,7.8,16.3,19.8,11.2
2015,7.0,17.0,21.4,11.0
2016,7.0,15.0,22.0,10.3
2017,7.7,16.9,21.2,9.8
2018,6.4,16.6,22.8,10.8
2019,8.0,15.5,22.9,10.6
2020,8.6,16.7,22.2,9.4

