year,A1,A2,A3
,label A1,label A2,label A3
1987,29,2165,240
1988,36,2267,272
1989,29,2378,242
1990,21,2313,200
1991,12,2348,227
1992,43,2318,282
1993,37,2196,296
1994,19,2223,242
1995,32,2165,242
1996,23,2345,241
1997,21,2251,192
1998,42,2354,305
1999,20,2417,222
2000,38,2218,361
2001,21,2190,181
2002,32,2412,282
2003,43,2448,317
2004,36,2274,259
2005,45,2313,331
2006,30,2280,270
2007,29,2195,253
2008,29,2143,247
2009,37,2305,293
2010,32,2256,275
2011,30,2183,238
2012,22,2328,223
2013,43,2243,301
2014,26,2316,197
2015,35,2318,253
2016,33,2502,287
2016
2017,80,2330,540
2018,53,2105,418
2019,53,2154,410
2020,55,1943,427
2021,35,1894,341
2022,58,1814,394
2023,49,2121,436
2024,46,1845,373
2025,61,1999,452
2026,57,1966,479
2027,54,2258,455
2028,41,1928,332
2029,55,2275,426
2030,56,1856,476
2031,52,2219,376
2032,61,2076,419
2033,66,2038,474
2034,52,2080,432
2035,73,2135,496
2036,31,1955,278
2037,79,2330,482
2038,74,1789,492
2039,79,2027,557
2040,57,2030,378
2041,71,2097,523
2042,59,2096,403
2043,54,2071,427
2044,71,2050,503
2045,66,2157,492
2046,55,2299,422

min,,1400
max,,2750
steps,,10
decimal



