year,annual-frozen-days
1987,70
1988,53
1989,53
1990,59
1991,65
1992,50
1993,50
1994,41
1995,53
1996,50
1997,47
1998,64
1999,57
2000,38
2001,48
2002,27
2003,62
2004,46
2005,75
2006,62
2007,38
2008,43
2009,51
2010,70
2011,34
2012,38
2013,39
2014,4
2015,12
2016,11
2017,17
2018,15
2019,7
2020,6
