year,annual-precipitations
1987,784
1988,557
1989,429
1990,479
1991,535
1992,603
1993,870
1994,1377
1995,1370
1996,1986
1997,1231
1998,959
1999,1184
2000,1190
2001,1178
2002,1266
2003,1381
2004,1157
2005,934
2006,1097
2007,667
2008,1473
2009,939
2010,1520
2011,1085
2012,971
2013,1394
2014,1629
2015,1035
2016,1612
2017,1005
2018,1976
2019,1303
2020,1188
