year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,38,-240,-313,260
1988,12,-143,-348,-14
1989,-67,-204,-435,12
1990,-74,-161,-357,74
1991,41,-270,-311,54
1992,-52,-113,-254,83
1993,-99,-146,-200,315
1994,69,-143,-111,497
1995,-38,-199,-163,689
1996,741,-137,-182,533
1997,35,-193,-252,574
1998,11,24,-269,91
1999,50,0,-167,242
2000,-80,-36,-152,375
2001,228,-140,-171,159
2002,31,-110,-156,443
2003,2,-227,-217,657
2004,202,-131,-222,258
2005,-84,-200,-196,326
2006,204,-318,-168,296
2007,2,-97,-313,9
2008,159,110,-298,511
2009,80,-98,-380,208
2010,433,-103,-349,500
2011,167,-305,-264,383
2012,-161,5,-260,292
2013,296,58,-179,202
2014,206,-180,35,539
2015,-1,-204,-170,267
2016,178,56,-229,529
2017,277,-159,-372,134
2018,433,199,-341,635
2019,-79,-66,-332,638
2020,0,-29,-191,346
