year,annual-hydric-deficit
1987,-255
1988,-493
1989,-694
1990,-519
1991,-486
1992,-336
1993,-130
1994,312
1995,290
1996,955
1997,164
1998,-142
1999,124
2000,107
2001,75
2002,209
2003,215
2004,106
2005,-154
2006,13
2007,-400
2008,482
2009,-191
2010,481
2011,-19
2012,-123
2013,377
2014,599
2015,-108
2016,535
2017,-120
2018,926
2019,161
2020,127
