year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,25,0,-184,7,1,-475,52,21,103
1988,14,2,-24,8,3,-332,63,8,122
1989,20,1,-8,6,3,-326,65,23,21
1990,13,0,-92,5,0,-353,63,4,36
1991,21,2,-225,10,0,-572,50,6,34
1992,17,0,-58,8,3,-287,59,12,89
1993,28,2,-154,7,1,-446,52,8,33
1994,16,0,-86,6,3,-404,58,11,82
1995,33,0,-166,9,0,-354,52,12,86
1996,14,1,-185,6,1,-507,57,10,45
1997,17,1,-126,6,0,-376,54,8,116
1998,22,4,-108,8,5,-346,48,19,98
1999,18,3,-145,5,0,-426,44,17,56
2000,21,1,-120,10,4,-461,60,5,70
2001,17,0,-20,6,3,-221,57,9,68
2002,25,0,-100,8,8,-395,61,14,127
2003,11,0,-139,7,7,-449,64,6,78
2004,19,0,-160,4,1,-359,58,17,130
2005,13,1,-7,5,5,-240,62,13,59
2006,15,0,-114,7,3,-403,60,10,28
2007,15,0,-124,8,1,-381,56,3,95
2008,17,0,-79,8,3,-374,49,10,12
2009,21,0,-157,9,7,-478,58,11,48
2010,23,1,-154,9,0,-457,54,2,40
2011,11,0,-34,8,3,-380,60,3,23
2012,17,6,-154,6,0,-252,42,13,225
2013,21,0,1,10,2,-299,60,8,102
2014,8,4,-48,6,0,-305,54,11,103
2015,24,1,-170,6,3,-455,49,11,85
2016,18,2,-226,9,0,-559,49,29,76
2016
2017,41,0,-167,10,9,-400,49,8,130
2018,28,0,-199,7,11,-493,50,7,71
2019,46,3,-249,8,5,-542,32,3,91
2020,35,0,-214,9,3,-531,37,1,78
2021,31,0,-174,7,2,-309,49,1,299
2022,25,0,-240,8,5,-503,48,0,66
2023,41,0,-182,9,11,-455,46,9,71
2024,20,0,-61,5,6,-395,61,6,59
2025,28,1,-167,9,18,-478,43,0,64
2026,32,1,-265,10,13,-595,34,3,41
2027,31,0,-260,8,13,-597,47,4,99
2028,31,0,-187,7,2,-351,38,1,60
2029,37,0,-259,8,10,-596,38,7,115
2030,42,0,-202,9,6,-465,32,5,109
2031,36,1,-232,7,11,-335,37,18,253
2032,27,0,-212,8,4,-510,38,8,123
2033,21,0,-159,8,12,-514,55,4,74
2034,35,1,-209,9,10,-516,42,8,127
2035,41,0,-204,10,7,-502,46,4,68
2036,21,0,-148,8,4,-459,46,3,62
2037,44,2,-202,9,6,-515,48,14,87
2038,30,0,-104,7,6,-415,48,4,147
2039,36,0,-303,8,21,-629,35,3,148
2040,41,0,-187,9,3,-471,30,12,87
2041,40,0,-226,9,8,-589,46,14,70
2042,30,0,-184,8,4,-436,38,10,134
2043,32,9,-118,10,11,-461,30,5,96
2044,35,2,-194,9,12,-455,44,3,84
2045,33,0,-97,10,22,-411,45,12,103
2046,30,0,-247,9,13,-536,42,2,83

min,,0
max,,10
steps,,11
decimal
