year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,770,813,-354,-486,127,12.4,4534,61,19.4,36
1988,717,785,-367,-394,37,12.3,4482,58,20.4,35
1989,664,766,-416,-439,15,11.9,4374,58,19.6,51
1990,668,767,-385,-435,111,11.9,4350,51,19.3,31
1991,455,908,-801,-722,56,12.1,4416,61,19.7,39
1992,723,767,-338,-408,81,12.1,4423,59,20.1,22
1993,839,854,-363,-576,132,12.6,4589,64,19.9,39
1994,696,881,-536,-538,-35,12.3,4502,57,19.9,32
1995,734,783,-351,-454,144,12.5,4560,60,18.9,22
1996,544,857,-658,-653,49,12.1,4409,63,20.2,47
1997,655,882,-569,-507,-6,12.0,4386,51,18.7,41
1998,911,802,-187,-400,128,12.2,4487,59,20.4,43
1999,742,870,-465,-563,141,11.8,4299,50,19.5,55
2000,676,886,-582,-609,6,12.7,4655,71,21.2,16
2001,746,746,-306,-362,-85,12.3,4488,44,19.0,37
2002,733,809,-382,-474,93,11.9,4365,60,20.2,52
2003,969,784,-103,-501,280,11.7,4301,62,20.5,43
2004,686,777,-413,-408,-6,12.3,4501,59,19.9,40
2005,749,782,-357,-398,61,12.4,4528,64,21.0,38
2006,541,777,-553,-514,1,12.3,4490,61,20.0,34
2007,612,798,-519,-455,8,12.5,4560,63,20.2,27
2008,762,799,-344,-449,137,12.6,4588,52,19.1,30
2009,503,804,-597,-618,63,12.3,4483,60,20.5,28
2010,714,817,-388,-543,156,12.3,4501,71,19.9,26
2011,732,780,-348,-494,147,12.3,4489,49,19.3,27
2012,818,765,-257,-265,108,12.1,4403,56,19.9,53
2013,922,797,-184,-366,203,12.4,4545,66,20.5,26
2014,931,771,-146,-373,147,11.9,4371,43,19.3,35
2015,881,791,-208,-414,145,12.1,4433,60,19.7,37
2016,633,832,-493,-599,57,11.8,4351,62,20.5,55
2016
2017,599,827,-534,-503,-14,12.9,4733,97,22.2,47
2018,725,841,-427,-546,126,13.1,4782,78,21.6,25
2019,622,860,-542,-554,-5,13.1,4799,87,20.6,33
2020,685,868,-484,-634,82,13.7,5025,91,21.0,10
2021,896,889,-374,-385,43,13.6,4960,70,20.3,12
2022,492,813,-633,-612,-69,13.9,5080,79,21.5,4
2023,661,885,-612,-586,35,13.3,4849,82,21.1,24
2024,792,852,-429,-449,47,13.6,4989,70,21.1,12
2025,674,831,-462,-564,87,13.6,4950,81,22.2,18
2026,677,900,-584,-704,-38,13.8,5038,90,21.9,24
2027,643,932,-621,-687,150,12.9,4742,84,21.7,25
2028,656,789,-437,-472,17,13.5,4931,80,20.6,22
2029,588,922,-684,-682,25,12.8,4684,87,21.1,31
2030,811,935,-503,-514,7,14.2,5179,91,21.7,10
2031,812,826,-292,-401,49,12.7,4651,73,20.4,30
2032,654,872,-521,-576,68,13.3,4900,91,21.8,31
2033,904,846,-244,-542,299,13.4,4907,84,22.4,24
2034,719,850,-465,-527,46,13.4,4899,81,21.6,22
2035,501,853,-669,-593,-46,13.3,4843,97,21.4,40
2036,782,786,-316,-540,157,13.1,4808,53,20.2,17
2037,564,859,-598,-614,44,12.7,4657,101,20.9,56
2038,1110,848,-59,-450,313,14.2,5189,99,22.4,10
2039,564,917,-656,-637,7,13.9,5060,94,22.6,20
2040,487,846,-669,-611,-11,13.1,4800,75,19.6,22
2041,530,865,-640,-649,-20,13.6,4978,98,22.1,27
2042,841,854,-327,-524,138,13.2,4832,86,21.4,27
2043,799,886,-391,-542,159,13.4,4891,78,21.7,23
2044,618,850,-544,-590,32,13.6,4989,95,22.2,18
2045,984,852,-153,-463,232,13.3,4870,85,22.2,26
2046,645,848,-510,-608,24,12.6,4633,82,21.4,36

min,400,600,,,,10,4000,30,18
max,1200,1100,,,,16,6000,120,24
steps,11,11,,,,7,11,10,7
decimal



