year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,15,0,-52,5,0,-274,65,11,25
1988,9,0,-115,5,1,-261,55,7,100
1989,28,1,-134,8,3,-375,59,8,57
1990,21,0,-103,5,0,-339,48,10,43
1991,4,0,-150,6,3,-329,64,12,97
1992,22,0,-135,8,6,-337,44,4,26
1993,16,0,-128,5,0,-349,42,3,62
1994,12,0,-167,8,2,-331,61,5,125
1995,10,1,-107,7,0,-226,56,5,74
1996,10,1,-150,6,2,-337,59,22,77
1997,14,1,-168,4,4,-405,59,7,92
1998,6,0,-92,7,3,-309,62,2,78
1999,10,0,-114,7,1,-332,54,14,75
2000,10,0,-152,8,10,-426,74,12,60
2001,10,1,-74,3,3,-214,62,3,80
2002,13,0,-157,4,0,-265,54,4,140
2003,15,2,-126,5,2,-273,63,5,81
2004,22,1,-167,9,1,-348,51,6,61
2005,6,0,-37,3,2,-209,53,1,69
2006,18,0,-63,7,2,-259,61,2,57
2007,6,0,-74,6,4,-262,64,6,90
2008,10,3,-78,4,2,-252,52,13,73
2009,13,0,-102,10,1,-275,52,0,111
2010,34,0,-176,7,9,-331,43,14,57
2011,17,0,-118,7,7,-346,50,8,87
2012,5,0,-51,6,3,-271,67,9,76
2013,8,0,-39,6,0,-230,52,7,86
2014,7,0,-32,6,2,-277,62,6,104
2015,15,0,-90,7,7,-242,53,2,84
2016,8,0,-123,7,2,-284,64,3,101
2016
2017,19,0,-157,9,2,-383,57,1,77
2018,23,0,-120,6,4,-304,52,2,109
2019,21,1,-131,7,0,-329,42,6,92
2020,22,2,-204,7,0,-409,55,2,24
2021,21,0,-146,4,3,-365,56,3,54
2022,15,0,-164,7,11,-440,52,1,20
2023,10,1,-121,8,3,-325,60,3,86
2024,16,0,-166,7,1,-421,44,4,34
2025,33,0,-224,9,1,-427,41,3,121
2026,26,1,-190,6,5,-418,43,7,99
2027,19,0,-139,5,4,-435,41,0,49
2028,33,0,-183,6,6,-415,36,3,21
2029,36,0,-254,9,9,-535,47,5,74
2030,38,0,-160,9,10,-479,44,2,52
2031,28,0,-113,9,9,-352,49,3,15
2032,27,0,-164,7,11,-442,37,10,21
2033,32,2,-170,7,5,-371,36,2,82
2034,29,0,-186,10,3,-417,48,3,73
2035,39,1,-161,7,11,-369,39,3,85
2036,35,0,-193,5,6,-431,31,3,57
2037,17,0,-162,8,1,-313,52,2,117
2038,45,0,-139,9,1,-357,33,2,58
2039,32,0,-195,9,9,-399,49,6,64
2040,24,0,-103,8,1,-348,42,1,38
2041,31,0,-139,6,3,-377,52,6,49
2042,25,0,-199,8,6,-417,39,11,78
2043,32,0,-168,9,3,-411,43,0,95
2044,42,0,-133,6,12,-361,26,9,50
2045,23,0,-185,7,0,-401,45,0,47
2046,21,0,-96,4,6,-327,47,3,22
