year,annual-frozen-days
1987,40
1988,15
1989,29
1990,20
1991,32
1992,24
1993,30
1994,3
1995,14
1996,14
1997,12
1998,24
1999,9
2000,7
2001,15
2002,3
2003,18
2004,16
2005,35
2006,30
2007,17
2008,16
2009,22
2010,41
2011,8
2012,27
2013,19
2014,5
2015,14
2016,6
