year,annual-average-temperature
1987,12.3
1988,13.1
1989,14.0
1990,14.0
1991,12.8
1992,13.1
1993,12.9
1994,14.0
1995,13.8
1996,12.8
1997,13.9
1998,13.2
1999,13.8
2000,13.6
2001,13.3
2002,13.7
2003,14.2
2004,13.3
2005,13.5
2006,13.9
2007,13.6
2008,13.1
2009,13.6
2010,12.5
2011,14.4
2012,13.4
2013,12.8
2014,14.1
2015,13.7
2016,13.4
