year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.4,14.4,20.1,10.2
1988,8.4,15.5,18.5,10.1
1989,8.3,15.9,20.2,11.2
1990,9.6,15.6,20.8,9.8
1991,6.8,13.7,21.2,9.2
1992,6.9,15.4,19.7,10.2
1993,8.0,15.6,18.6,9.2
1994,9.0,14.8,19.8,12.4
1995,8.7,15.1,20.1,11.3
1996,7.8,15.0,18.8,9.7
1997,8.2,15.3,20.6,11.5
1998,8.5,15.1,19.3,9.7
1999,8.5,15.6,20.5,10.4
2000,7.9,15.6,19.5,11.6
2001,8.9,15.0,19.1,10.0
2002,9.2,15.0,18.4,12.0
2003,7.8,16.8,21.6,10.6
2004,7.6,15.4,19.8,10.3
2005,7.2,16.2,19.9,10.3
2006,6.5,16.0,21.1,11.8
2007,9.4,16.6,18.4,9.7
2008,9.0,15.3,18.5,9.5
2009,7.0,15.8,20.0,11.3
2010,5.9,15.4,19.4,9.1
2011,8.1,17.0,19.6,12.8
2012,7.2,15.1,19.7,11.2
2013,6.3,13.5,20.5,10.7
2014,9.3,15.6,19.6,12.0
2015,7.3,15.9,19.4,12.1
2016,8.3,14.6,20.2,10.3
