year,annual-hydric-deficit
1987,-32
1988,-92
1989,-433
1990,-265
1991,-70
1992,420
1993,-79
1994,143
1995,-269
1996,-286
1997,-268
1998,34
1999,131
2000,219
2001,101
2002,-61
2003,-349
2004,-339
2005,-449
2006,-124
2007,-208
2008,-4
2009,-307
2010,-228
2011,-364
2012,-152
2013,-30
2014,-79
2015,-396
2016,-306
