year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,782,632,-98,-368,147,12.8,4685,47,19.0,23
1988,767,626,-93,-301,51,12.9,4718,38,18.6,18
1989,750,657,-127,-463,248,13.0,4748,70,20.5,24
1990,684,652,-183,-453,168,12.3,4542,52,19.1,30
1991,623,696,-391,-444,8,12.1,4420,32,18.5,28
1992,695,630,-172,-469,120,12.9,4704,46,19.0,12
1993,672,784,-446,-503,-20,13.0,4761,43,18.5,20
1994,697,750,-363,-470,62,12.9,4735,43,19.8,18
1995,662,609,-173,-334,59,12.6,4606,42,18.8,20
1996,717,730,-333,-451,73,12.1,4414,28,18.4,38
1997,658,716,-349,-497,60,12.5,4565,44,19.1,20
1998,626,591,-211,-361,65,13.1,4781,38,19.2,9
1999,673,785,-410,-473,66,12.3,4492,48,19.6,39
2000,565,748,-511,-571,65,12.4,4527,44,19.6,29
2001,790,595,-37,-272,42,12.9,4700,48,19.8,13
2002,634,610,-207,-320,32,12.2,4461,34,18.3,25
2003,536,617,-308,-348,51,12.3,4501,49,19.9,22
2004,705,661,-187,-481,226,13.0,4739,60,19.9,18
2005,885,622,24,-282,139,13.2,4836,39,19.0,20
2006,777,624,-83,-332,117,13.0,4759,55,19.2,11
2007,671,610,-180,-338,95,12.4,4536,41,19.2,23
2008,803,631,-51,-302,107,11.6,4247,38,19.2,44
2009,787,640,-71,-363,198,12.7,4625,55,19.0,14
2010,578,631,-289,-408,60,12.7,4700,58,18.9,25
2011,668,677,-240,-435,109,13.1,4793,68,21.0,20
2012,664,617,-189,-369,114,12.3,4485,37,19.6,29
2013,617,630,-252,-321,62,12.5,4564,31,18.6,22
2014,648,627,-219,-309,13,13.1,4778,53,19.6,17
2015,639,618,-204,-337,28,13.3,4869,42,19.1,11
2016,640,623,-208,-382,74,12.9,4691,45,19.2,10
2016
2017,546,629,-317,-412,81,13.0,4740,59,19.3,7
2018,791,643,-99,-360,138,13.9,5078,64,20.3,7
2019,599,646,-295,-428,52,13.8,5029,58,19.6,20
2020,580,653,-312,-530,192,13.6,4989,63,20.0,14
2021,775,739,-290,-488,163,13.3,4863,53,19.3,17
2022,611,671,-309,-547,130,13.6,4968,66,21.0,12
2023,625,782,-474,-514,47,13.6,4969,54,20.4,15
2024,615,796,-522,-583,69,13.6,4986,43,19.3,12
2025,739,652,-155,-429,147,13.8,5024,66,19.3,12
2026,742,829,-410,-569,-4,13.7,5017,72,20.6,19
2027,669,775,-444,-570,117,13.9,5079,59,19.7,6
2028,623,675,-291,-516,125,14.1,5163,64,19.8,10
2029,583,859,-608,-704,-6,14.2,5188,91,21.2,10
2030,744,838,-411,-608,124,14.1,5150,95,21.7,11
2031,634,655,-262,-474,128,13.9,5078,77,20.9,11
2032,550,691,-370,-557,114,13.4,4923,75,21.3,19
2033,659,692,-274,-502,126,13.7,5023,80,20.7,26
2034,703,675,-214,-505,150,13.7,5010,68,20.3,15
2035,564,687,-362,-496,61,14.3,5218,96,21.8,9
2036,700,711,-249,-518,179,14.3,5246,87,21.6,14
2037,613,670,-288,-415,19,13.4,4905,69,20.7,16
2038,847,683,-75,-407,246,13.7,4987,87,20.1,20
2039,611,689,-306,-524,89,13.7,4995,79,20.8,11
2040,671,651,-226,-446,153,13.8,5039,56,19.6,21
2041,658,645,-220,-457,117,12.8,4707,59,19.2,18
2042,536,673,-390,-464,34,13.9,5077,80,21.1,20
2043,620,694,-319,-444,106,13.7,5016,69,20.0,12
2044,665,700,-271,-452,123,13.9,5096,75,20.3,24
2045,678,651,-226,-492,127,13.8,5048,57,19.7,6
2046,616,676,-300,-442,85,14.0,5119,77,21.5,9

min,400,500,,,,10,4000,20,17
max,1000,1000,,,,16,6000,110,23
steps,11,11,,,,7,11,10,7
decimal



