year,annual-precipitations
1987,746
1988,704
1989,523
1990,615
1991,743
1992,1293
1993,778
1994,1006
1995,644
1996,638
1997,672
1998,914
1999,1003
2000,1067
2001,958
2002,808
2003,620
2004,554
2005,512
2006,815
2007,670
2008,853
2009,634
2010,689
2011,584
2012,776
2013,864
2014,852
2015,522
2016,592
