year,annual-average-temperature
1987,6.7
1988,8.7
1989,9.1
1990,9.2
1991,8.1
1992,9.5
1993,8.1
1994,8.9
1995,8.4
1996,6.9
1997,8.6
1998,8.4
1999,8.8
2000,9.5
2001,8.4
2002,9.6
2003,9.3
2004,9.1
2005,9.2
2006,9.8
2007,9.8
2008,9.5
2009,9.3
2010,7.4
2011,9.3
2012,8.6
2013,8.6
2014,10.5
2015,9.7
2016,9.6
