year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,56,0,32,197
1988,319,-167,193,171
1989,119,-93,-48,147
1990,182,-49,157,180
1991,129,-10,-8,193
1992,111,-219,-122,234
1993,132,-184,162,226
1994,202,-74,-10,211
1995,227,-64,-106,54
1996,19,-130,-74,210
1997,80,-95,-108,158
1998,89,-67,-15,208
1999,139,-98,54,242
2000,160,-90,-34,223
2001,86,-108,90,145
2002,195,-14,-35,186
2003,15,-27,-174,135
2004,130,-70,117,166
2005,74,-76,-28,115
2006,49,-118,-58,225
2007,174,-53,80,99
2008,158,-230,94,208
2009,70,-121,1,277
2010,56,-94,118,170
2011,31,-144,225,143
2012,68,5,107,231
2013,39,-60,-74,257
2014,87,-51,33,243
2015,155,-54,-1,236
2016,73,-48,-77,156
