year,annual-precipitations
1987,791
1988,1085
1989,707
1990,1007
1991,819
1992,671
1993,890
1994,934
1995,715
1996,587
1997,657
1998,720
1999,897
2000,807
2001,775
2002,965
2003,632
2004,943
2005,707
2006,744
2007,925
2008,897
2009,905
2010,851
2011,885
2012,1016
2013,780
2014,994
2015,965
2016,744
