year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.1,9.2,13.7,5.9
1988,3.0,11.4,14.6,5.7
1989,5.0,10.7,15.2,5.6
1990,5.3,11.2,14.6,5.6
1991,1.9,9.0,15.7,5.5
1992,4.1,12.5,16.0,5.2
1993,2.6,11.9,13.5,4.3
1994,2.2,10.7,16.2,6.2
1995,2.6,10.1,16.2,4.4
1996,-1.5,9.9,14.7,4.6
1997,2.1,10.3,17.0,5.1
1998,4.0,11.3,14.2,4.1
1999,2.3,10.7,16.6,5.4
2000,3.9,12.0,14.7,7.3
2001,1.3,10.2,15.7,6.2
2002,4.3,12.1,17.4,4.4
2003,1.4,12.0,17.3,6.2
2004,2.4,11.4,16.1,6.6
2005,2.2,11.4,16.1,6.9
2006,0.3,11.3,18.1,9.3
2007,5.1,12.7,15.4,6.0
2008,4.4,11.8,15.7,6.2
2009,2.3,12.2,16.8,5.9
2010,-0.4,10.7,16.2,2.8
2011,1.5,12.6,15.8,7.0
2012,2.8,10.8,15.6,5.3
2013,0.0,10.7,16.1,7.4
2014,4.5,12.2,17.1,8.0
2015,3.7,10.5,15.9,8.5
2016,2.9,12.4,16.9,6.2
