year,annual-frozen-days
1987,98
1988,68
1989,50
1990,48
1991,70
1992,33
1993,71
1994,47
1995,79
1996,120
1997,77
1998,57
1999,73
2000,31
2001,84
2002,41
2003,60
2004,54
2005,63
2006,67
2007,28
2008,48
2009,49
2010,109
2011,54
2012,56
2013,85
2014,26
2015,27
2016,58
