year,annual-hydric-deficit
1987,286
1988,515
1989,126
1990,469
1991,304
1992,3
1993,335
1994,329
1995,112
1996,25
1997,36
1998,215
1999,336
2000,259
2001,214
2002,332
2003,-52
2004,344
2005,86
2006,97
2007,299
2008,230
2009,228
2010,250
2011,255
2012,411
2013,162
2014,312
2015,337
2016,104
