year,F1,F3,M4
,label F1,label F3,label M4
1987,101,150,2
1988,116,158,2
1989,113,160,1
1990,91,150,2
1991,116,167,1
1992,116,163,2
1993,96,153,2
1994,113,159,3
1995,102,148,0
1996,104,159,3
1997,103,158,0
1998,80,152,2
1999,14,153,2
2000,99,165,2
2001,106,156,1
2002,93,152,2
2003,114,166,1
2004,103,159,0
2005,112,159,0
2006,118,162,0
2007,91,145,2
2008,109,153,1
2009,100,153,2
2010,118,160,2
2011,124,164,2
2012,101,152,0
2013,110,163,1
2014,118,162,0
2015,114,157,1
2016,101,154,2
2016
2017,95,150,1
2018,89,155,1
2019,100,160,3
2020,107,157,1
2021,86,148,0
2022,103,161,1
2023,102,147,1
2024,111,158,0
2025,105,150,4
2026,89,149,0
2027,94,146,1
2028,90,147,1
2029,82,140,2
2030,99,150,2
2031,109,152,3
2032,14,152,3
2033,107,152,1
2034,109,153,1
2035,121,165,1
2036,94,149,2
2037,75,136,3
2038,84,142,2
2039,96,150,2
2040,99,152,1
2041,90,151,3
2042,84,146,1
2043,94,156,0
2044,96,148,3
2045,97,160,1
2046,59,146,1
