year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,28,-78,45,93
1988,31,-132,-5,110
1989,16,-104,-114,131
1990,163,-172,89,120
1991,81,-8,-2,101
1992,85,-149,-36,214
1993,107,-164,223,56
1994,67,115,-110,152
1995,111,-29,-66,92
1996,58,-117,-133,166
1997,39,-29,-125,264
1998,77,-129,56,122
1999,144,-173,-67,188
2000,96,-185,60,91
2001,53,-70,46,182
2002,99,-73,-172,154
2003,-12,-143,-105,192
2004,84,-168,-52,160
2005,44,-21,-45,97
2006,11,-141,-115,113
2007,34,-141,-14,154
2008,66,-204,-42,147
2009,66,-167,-67,178
2010,38,-91,133,109
2011,30,-147,23,104
2012,64,-58,-38,168
2013,17,-130,72,86
2014,39,-63,-23,103
2015,59,-111,-113,48
2016,70,-111,41,161
