year,annual-frozen-days
1987,129
1988,138
1989,66
1990,74
1991,98
1992,105
1993,120
1994,117
1995,118
1996,142
1997,122
1998,109
1999,107
2000,82
2001,124
2002,115
2003,119
2004,119
2005,130
2006,104
2007,102
2008,90
2009,120
2010,138
2011,103
2012,119
2013,122
2014,95
2015,90
2016,100
