year,annual-hydric-deficit
1987,88
1988,3
1989,-71
1990,200
1991,173
1992,114
1993,221
1994,223
1995,107
1996,-25
1997,148
1998,127
1999,91
2000,63
2001,211
2002,8
2003,-67
2004,24
2005,75
2006,-133
2007,34
2008,-34
2009,11
2010,189
2011,10
2012,136
2013,46
2014,56
2015,-117
2016,162
