year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1308,8,-231,0
1988,1321,12,-103,0
1989,1213,9,-147,1
1990,1082,6,-93,1
1991,1049,8,-197,5
1992,1111,8,-266,2
1993,1123,7,-309,0
1994,1210,8,-296,1
1995,1227,9,-292,0
1996,1174,10,-176,0
1997,1171,10,-215,3
1998,1331,10,-100,4
1999,1269,11,-423,1
2000,992,7,-254,2
2001,1151,8,-11,1
2002,1138,11,-166,0
2003,1078,10,-52,0
2004,1036,8,-175,4
2005,1115,10,-15,0
2006,1222,8,-159,0
2007,1269,8,-214,0
2008,1288,9,-127,0
2009,1290,11,-242,0
2010,1280,7,-186,1
2011,1104,11,-105,1
2012,1187,8,-133,0
2013,1106,8,-63,0
2014,1056,7,-71,0
2015,1347,9,-31,1
2016,1182,9,-191,0
2016
2017,1449,9,-275,0
2018,1427,12,-239,0
2019,1257,11,-96,1
2020,1441,10,-236,1
2021,1100,10,-90,0
2022,1061,10,-132,6
2023,1413,9,-392,0
2024,1168,9,-292,0
2025,1433,10,-315,0
2026,1321,9,-356,0
2027,1278,12,-410,0
2028,1301,10,-106,0
2029,1397,10,-445,0
2030,1627,13,-372,0
2031,1582,12,-244,0
2032,1425,13,-166,0
2033,1247,10,-119,0
2034,1407,10,-200,0
2035,1124,9,-130,0
2036,1149,10,-276,2
2037,1364,10,-307,0
2038,1367,8,-154,1
2039,1321,9,-300,0
2040,1333,9,-291,1
2041,1000,10,-215,0
2042,1337,10,-252,0
2043,1351,10,-66,2
2044,1261,11,-199,1
2045,1409,10,-283,0
2046,1377,8,-269,0
