year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-7.3,9.8,14.1,2.9
1988,-1.5,11.1,16.3,1.3
1989,2.7,11.9,15.8,2.7
1990,2.8,11.2,14.6,3.5
1991,-1.1,9.9,16.1,4.0
1992,1.0,10.9,16.6,1.9
1993,-0.7,11.5,13.9,0.9
1994,-3.6,10.3,16.5,2.3
1995,0.3,11.8,15.6,1.2
1996,-6.1,10.9,14.9,2.6
1997,-0.6,10.2,17.6,1.4
1998,0.1,12.5,15.0,0.0
1999,-1.5,13.0,17.5,3.1
2000,0.4,12.9,15.0,5.6
2001,-1.2,11.8,17.6,1.7
2002,1.0,13.1,18.2,-0.8
2003,-2.9,11.1,17.7,3.3
2004,-2.2,11.1,16.7,3.3
2005,-2.9,11.4,17.3,3.0
2006,-5.0,11.4,18.1,6.2
2007,-0.4,11.3,16.1,3.8
2008,1.3,10.8,15.3,4.1
2009,-2.0,11.4,15.9,1.9
2010,-6.0,11.8,17.7,0.2
2011,-3.9,12.2,16.9,4.6
2012,-3.6,11.0,16.1,2.1
2013,-4.7,12.6,16.0,5.0
2014,-0.2,11.7,17.4,3.0
2015,1.2,11.0,16.7,4.6
2016,-1.1,13.0,16.7,2.4
