year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,562,571,-140,-231,79,7.2,3105,16,15.2,122
1988,661,554,-18,-103,54,6.7,2995,24,17.1,141
1989,635,571,-57,-147,58,6.6,2846,20,15.9,132
1990,692,528,31,-93,125,6.5,2860,19,14.4,126
1991,722,642,-108,-197,73,6.6,2851,15,15.4,129
1992,476,542,-197,-266,51,5.7,2755,17,15.2,161
1993,562,671,-341,-309,-8,7.4,3064,22,15.1,110
1994,650,664,-201,-296,50,6.4,2892,31,15.4,141
1995,493,570,-205,-292,63,6.8,3124,21,14.8,120
1996,792,680,-99,-176,64,7.2,3008,19,16.6,123
1997,673,631,-164,-215,65,6.4,2878,19,15.8,138
1998,716,540,43,-100,85,7.9,3212,34,17.2,109
1999,520,751,-452,-423,-9,6.8,2999,28,16.4,130
2000,680,626,-157,-254,91,6.5,2721,14,15.0,135
2001,752,526,112,-11,83,5.1,2695,14,15.2,156
2002,627,544,-43,-166,82,7.0,2967,20,15.5,125
2003,771,514,134,-52,100,6.6,2738,19,16.0,138
2004,624,544,-56,-175,118,5.7,2741,16,15.4,145
2005,796,535,139,-15,102,6.6,2905,12,15.4,121
2006,780,575,91,-159,190,6.3,2857,27,15.8,146
2007,630,578,-78,-214,64,6.9,3170,29,15.5,121
2008,727,558,44,-127,109,7.2,3029,19,16.0,122
2009,539,571,-158,-242,53,6.7,3098,26,17.3,125
2010,662,573,-34,-186,117,6.5,2967,29,15.8,132
2011,630,517,-15,-105,81,5.8,2802,11,15.7,136
2012,641,560,-47,-133,46,6.6,2902,21,15.8,127
2013,727,532,65,-63,69,6.5,2761,7,15.8,138
2014,710,523,72,-71,107,5.7,2693,15,14.8,146
2015,773,568,81,-31,87,7.8,3153,19,16.7,125
2016,611,533,-49,-191,120,6.6,2933,16,16.0,121
2016
2017,530,597,-207,-275,36,8.2,3309,37,16.6,100
2018,615,574,-106,-239,117,8.4,3398,29,17.8,106
2019,712,540,29,-96,79,7.0,3047,17,16.0,134
2020,581,586,-143,-236,64,7.6,3234,35,17.0,119
2021,753,612,-69,-90,28,7.7,3070,14,16.0,106
2022,639,510,-8,-132,91,7.2,2964,19,15.7,121
2023,604,754,-373,-392,17,8.4,3317,42,16.5,119
2024,717,674,-130,-292,143,6.9,2869,18,15.6,128
2025,444,588,-280,-315,12,7.9,3210,36,17.1,116
2026,608,737,-331,-356,38,8.2,3239,24,16.1,102
2027,564,707,-348,-410,76,7.6,3124,14,16.7,126
2028,760,569,52,-106,107,8.3,3368,27,17.4,101
2029,541,769,-465,-445,33,8.0,3292,33,16.9,119
2030,641,710,-268,-372,103,8.2,3498,40,18.7,115
2031,632,591,-95,-244,91,8.4,3396,38,18.4,131
2032,575,560,-137,-166,23,9.0,3550,24,17.4,100
2033,693,563,-16,-119,103,7.5,3258,19,16.1,125
2034,638,598,-109,-200,61,7.8,3328,38,17.1,115
2035,623,531,-55,-130,61,6.8,2995,10,15.3,134
2036,563,549,-123,-276,96,7.6,3178,14,15.4,104
2037,527,589,-203,-307,87,8.3,3296,30,17.2,103
2038,753,591,16,-154,140,8.4,3319,31,16.0,96
2039,520,562,-183,-300,53,8.3,3218,25,16.3,102
2040,529,586,-198,-291,82,8.4,3287,24,15.9,115
2041,556,525,-105,-215,82,7.7,3082,11,15.2,90
2042,579,580,-158,-252,98,8.9,3394,35,18.1,96
2043,817,563,125,-66,154,7.7,3142,30,17.1,121
2044,582,563,-121,-199,60,7.6,3185,20,17.2,116
2045,534,587,-196,-283,58,7.8,3193,38,17.8,122
2046,629,590,-107,-269,117,8.7,3353,30,15.7,93
